"","institution","state","plan","city","sector","groffer","hbcu","hospital","locale","c18ugprf","f1systyp","countynm","Size","Application","Enrollment","Endowment","Total_Expense","Total_Revenue","Total_Liabilities","Tuition","Total_Asset","Type","Gift","calsys","slo","dstnugc","dstngc","distcrs","disabpct","alloncam","room","roomcap","board","indistrictug","instateug","outstateug","indistrictg","instateg","outstateg","eftotlt_1","eftotlt_2","eftotlt_12","eftotlt_21","eftotlt_22","eftotlt_32","eftotlt_41","eftotlt_42","eftotlt_52","number_locations","internationals","efdeexc_1","efdeexc_2","efdeexc_3","efdeexc_12","efdesom_1","efdesom_2","efdesom_3","efdesom_12","rrptct","stufacr","eaptot_10000","eaptot_10050","eaptot_27000","eaptot_30000","eaptot_37000","eaptot_10010","eaptot_10020","eaptot_10030","eappt_10000","eappt_10050","eappt_27000","eappt_30000","eappt_37000","eappt_10010","eappt_10020","eappt_10030","state.cases","state.deaths","county.cases","county.deaths","sainstt_7","sa_9mct_7","satotlt_7","sa09mct_7","sa10mct_7","sa11mct_7","sa12mct_7","saoutlt_7","sa09mot_7","sa10mot_7","sa11mot_7","sa12mot_7","saeq9ot_7","saeq9at_7","sa09mat_7","sa10mat_7","sa11mat_7","sa12mat_7","sainstt_1","sa_9mct_1","satotlt_1","sa09mct_1","sa10mct_1","sa11mct_1","sa12mct_1","saoutlt_1","sa09mot_1","sa10mot_1","sa11mot_1","sa12mot_1","saeq9ot_1","saeq9at_1","sa09mat_1","sa10mat_1","sa11mat_1","sa12mat_1","sainstt_2","sa_9mct_2","satotlt_2","sa09mct_2","sa10mct_2","sa11mct_2","sa12mct_2","saoutlt_2","sa09mot_2","sa10mot_2","sa11mot_2","sa12mot_2","saeq9ot_2","saeq9at_2","sa09mat_2","sa10mat_2","sa11mat_2","sa12mat_2","sainstt_3","sa_9mct_3","satotlt_3","sa09mct_3","sa10mct_3","sa11mct_3","sa12mct_3","saoutlt_3","sa09mot_3","sa10mot_3","sa11mot_3","sa12mot_3","saeq9ot_3","saeq9at_3","sa09mat_3","sa10mat_3","sa11mat_3","sa12mat_3","sainstt_4","sa_9mct_4","satotlt_4","sa09mct_4","sa10mct_4","sa11mct_4","sa12mct_4","saoutlt_4","sa09mot_4","sa10mot_4","sa11mot_4","sa12mot_4","saeq9ot_4","saeq9at_4","sa09mat_4","sa10mat_4","sa11mat_4","sa12mat_4","sainstt_5","sa_9mct_5","satotlt_5","sa09mct_5","sa10mct_5","sa11mct_5","sa12mct_5","saoutlt_5","sa09mot_5","sa10mot_5","sa11mot_5","sa12mot_5","saeq9ot_5","saeq9at_5","sa09mat_5","sa10mat_5","sa11mat_5","sa12mat_5","sainstt_6","sa_9mct_6","satotlt_6","sa09mct_6","sa10mct_6","sa11mct_6","sa12mct_6","saoutlt_6","sa09mot_6","sa10mot_6","sa11mot_6","sa12mot_6","saeq9ot_6","saeq9at_6","sa09mat_6","sa10mat_6","sa11mat_6","sa12mat_6","sanin01","sanin02","sanin03","sanin04","sanin05","sanin06","sanin07","sanin08","sanin09","sanin10","sanin11","sanin12","sanin13","sanin14","sanit01","sanit02","sanit03","sanit04","sanit05","sanit06","sanit07","sanit08","sanit09","sanit10","sanit11","sanit12","sanit13","sanit14","text_length","Sent_Score","Sentiment"
"630","Worcester State University","MA","Considering a range of scenarios","Worcester",0,0,1,1,1,12,1,"Worcester",2,4076,887,17560594,105778610,108166814,97030966,38193416,155879818,"Public",NA,0,1,1,1,1,11,1,0,1577,1,970,970,970,3042,3042,3042,6217,5380,837,4331,4164,167,1886,1216,670,15,6,355,195,146,160,1617,1508,1468,109,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94895,6640,10713,738,207,0,207,207,0,0,0,16453176,16453176,0,0,0,16453176,79484,79484,NA,NA,NA,76,0,76,76,0,0,0,7465100,7465100,0,0,0,7465100,98225,98225,NA,NA,NA,55,0,55,55,0,0,0,4316820,4316820,0,0,0,4316820,78488,78488,NA,NA,NA,61,0,61,61,0,0,0,3758262,3758262,0,0,0,3758262,61611,61611,NA,NA,NA,15,0,15,15,0,0,0,912994,912994,0,0,0,912994,60866,60866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,0,0,43,68,22,32,21,2,67,0,85,13,3,22042775,0,0,2494848,7135431,1353003,1760102,1174164,112569,2984949,0,4181022,721220,125467,1928,0.9815,"Positive"
"631","Wright State University-Main Campus","OH","Waiting to decide","Dayton",0,0,1,1,3,12,1,"Greene",3,5820,1854,125165956,262810213,341092808,427904137,124255274,454061758,"Public",NA,0,0,1,1,1,4,1,0,2984,1,8861,8861,8861,14298,14298,24286,14403,10925,3478,9765,8449,1316,4638,2476,2162,31,14,180,46,41,134,4283,3179,3076,1104,73,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33915,2098,101,5,601,0,601,532,1,0,68,53623387,45966938,69994,0,7586455,51719774,86056,86404,69994,NA,111566,182,0,182,152,0,0,30,21552836,17375932,0,0,4176904,20508610,112685,114315,NA,NA,139230,212,0,212,190,1,0,21,19376678,17020548,69994,0,2286136,18798145,88670,89582,69994,NA,108864,50,0,50,47,0,0,3,3722105,3517792,0,0,204313,3671027,73421,74847,NA,NA,68104,50,0,50,47,0,0,3,2523433,2366359,0,0,157074,2484165,49683,50348,NA,NA,52358,104,0,104,94,0,0,10,6274330,5582781,0,0,691549,6101443,58668,59391,NA,NA,69155,3,0,3,2,0,0,1,174005,103526,0,0,70479,156385,52128,51763,NA,NA,70479,1049,81,81,58,93,84,121,149,16,92,3,193,57,21,62105681,7804191,4556607,3029555,10446720,5128025,7578438,8287145,737974,3614416,122085,7400710,2620237,779578,826,0.9097,"Positive"
"632","Xavier University","OH","Considering a range of scenarios","Cincinnati",1,0,1,1,0,13,1,"Hamilton",2,15100,1399,179557000,186727000,206433000,254530000,115353000,449335000,"Private non-profit",22615000,0,1,1,1,1,7,1,0,2317,1,38300,38300,38300,11700,11700,11700,7127,4995,2132,5392,4782,610,1735,213,1522,50,16,823,273,272,550,1284,1016,1016,268,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33915,2098,2555,135,392,0,392,385,0,0,7,31419114,30808472,0,0,610642,31266454,79761,80022,NA,NA,87235,70,0,70,69,0,0,1,7756252,7627758,0,0,128494,7724129,110345,110547,NA,NA,128494,109,0,109,109,0,0,0,9380255,9380255,0,0,0,9380255,86057,86057,NA,NA,NA,72,0,72,72,0,0,0,6210878,6210878,0,0,0,6210878,86262,86262,NA,NA,NA,96,0,96,90,0,0,6,5991387,5509239,0,0,482148,5870850,61155,61214,NA,NA,80358,42,0,42,42,0,0,0,1950314,1950314,0,0,0,1950314,46436,46436,NA,NA,NA,3,0,3,3,0,0,0,130028,130028,0,0,0,130028,43343,43343,NA,NA,NA,603,0,0,71,83,82,43,111,9,65,0,116,22,1,37574448,0,0,3575447,9924205,5297524,2954600,7375358,442856,2537337,0,4276237,1160578,30306,2927,0.9964,"Positive"
"633","Yeshiva University","NY","Considering a range of scenarios","New York",1,0,1,1,0,13,1,"New York",2,1508,531,514845000,248357000,208250000,550640000,102747000,587481000,"Private non-profit",35399000,0,0,1,1,1,26,1,0,1645,1,41000,41000,41000,34800,34800,34800,6479,2728,3751,5379,2633,2746,1100,95,1005,32,19,124,0,0,124,263,66,66,197,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371559,29438,NA,NA,343,0,343,343,0,0,0,37594840,37594840,0,0,0,37594840,109606,109606,NA,NA,NA,77,0,77,77,0,0,0,13028364,13028364,0,0,0,13028364,169200,169200,NA,NA,NA,45,0,45,45,0,0,0,4992504,4992504,0,0,0,4992504,110945,110945,NA,NA,NA,119,0,119,119,0,0,0,11816468,11816468,0,0,0,11816468,99298,99298,NA,NA,NA,102,0,102,102,0,0,0,7757504,7757504,0,0,0,7757504,76054,76054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,0,0,201,131,73,17,27,11,87,7,118,33,5,57491515,0,0,13440806,20124392,7186460,1317633,2622613,584270,3983276,272381,5766298,1830079,363307,10273,0.9995,"Positive"
"634","York College","NY","Planning for in-person","York",1,0,1,1,8,10,1,"York",0,449,109,15616531,10370010,9484819,13730604,3976678,21102052,"Private non-profit",1153783,0,0,1,1,1,NA,1,0,584,0,19110,19110,19110,4500,4500,4500,440,400,40,377,370,7,63,30,33,25,8,47,7,6,40,0,0,0,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371559,29438,35,0,29,0,29,29,0,0,0,1353926,1353926,0,0,0,1353926,46687,46687,NA,NA,NA,4,0,4,4,0,0,0,217860,217860,0,0,0,217860,54465,54465,NA,NA,NA,12,0,12,12,0,0,0,636630,636630,0,0,0,636630,53053,53053,NA,NA,NA,13,0,13,13,0,0,0,499436,499436,0,0,0,499436,38418,38418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0,0,5,7,5,2,15,0,4,10,6,8,0,2361257,0,0,141940,515159,152410,86500,543773,0,103500,353113,212076,252786,0,1787,0.9643,"Positive"
"635","Allegheny College","PA","Planning for in-person","Meadville",1,1,1,1,7,13,1,"Crawford",1,5479,470,220835715,82137830,89476824,84356530,30563974,300915680,"Private non-profit",14694660,0,0,0,NA,0,13,1,0,1776,1,47040,47040,47040,NA,NA,NA,1771,1771,NA,1724,1724,NA,47,47,NA,37,14,NA,NA,NA,NA,NA,NA,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74312,5397,23,0,148,0,148,148,0,0,0,10514829,10514829,0,0,0,10514829,71046,71046,NA,NA,NA,35,0,35,35,0,0,0,3127665,3127665,0,0,0,3127665,89362,89362,NA,NA,NA,45,0,45,45,0,0,0,3335647,3335647,0,0,0,3335647,74125,74125,NA,NA,NA,64,0,64,64,0,0,0,3892611,3892611,0,0,0,3892611,60822,60822,NA,NA,NA,4,0,4,4,0,0,0,158906,158906,0,0,0,158906,39727,39727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,0,0,50,49,38,25,19,3,9,0,37,30,0,13398907,0,0,1653858,4861738,1910915,1254483,797154,123500,360144,0,1306891,1130224,0,6085,0.9946,"Positive"
"636","Bard College at Simon's Rock","MA","Planning for in-person","Great Barrington",1,1,1,1,7,11,0,"Berkshire",0,281,147,1099370,22850930,20028406,15110691,10709545,26753781,"Private non-profit",2378272,0,0,0,NA,0,NA,1,0,400,0,53682,53682,53682,NA,NA,NA,396,396,NA,385,385,NA,11,11,NA,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94895,6640,539,40,48,0,48,48,0,0,0,3264923,3264923,0,0,0,3264923,68019,68019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,48,48,0,0,0,3264923,3264923,0,0,0,3264923,68019,68019,NA,NA,NA,107,0,0,9,10,6,8,10,6,32,3,12,8,3,5562237,0,0,520326,1137159,325882,489882,402485,339282,1202892,132579,509779,349203,152768,2147,0.9985,"Positive"
"637","Belmont University","TN","Considering a range of scenarios","Nashville",1,0,1,1,0,14,1,"Davidson",2,8210,1561,221028145,178920959,280146854,105855354,201633297,846961902,"Private non-profit",12121876,0,1,1,1,1,6,1,0,3802,0,32720,32720,32720,21870,21870,21870,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,12,22,22,22,0,1856,1814,1787,42,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21763,356,5147,60,357,0,357,0,304,0,53,37084810,0,30474882,0,6609928,32384840,90714,NA,100246,NA,124716,107,0,107,0,95,0,12,13797929,0,12051695,0,1746234,12156201,113609,NA,126860,NA,145520,111,0,111,0,88,0,23,11605797,0,8632352,0,2973445,9999201,90083,NA,98095,NA,129280,108,0,108,0,93,0,15,9321997,0,7723640,0,1598357,8150044,75463,NA,83050,NA,106557,31,0,31,0,28,0,3,2359087,0,2067195,0,291892,2079395,67077,NA,73828,NA,97297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,0,0,59,89,66,28,81,3,120,3,98,26,1,41364592,0,0,3529793,14374637,4212409,2105561,6206842,253509,4401428,138152,4914956,1194460,32845,2558,0.9931,"Positive"
"638","Benedictine College","KS","Planning for in-person","Atchison",1,0,1,1,7,13,1,"Atchison",1,2444,570,26238608,49643152,50724402,65605662,25336935,85074169,"Private non-profit",5994115,0,1,1,1,1,5,1,0,1535,0,28730,28730,28730,27000,27000,27000,2124,2057,67,1974,1928,46,150,129,21,46,1,0,0,0,0,0,0,0,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9512,209,20,0,116,0,116,116,0,0,0,7317245,7317245,0,0,0,7317245,63080,63080,NA,NA,NA,23,0,23,23,0,0,0,1637830,1637830,0,0,0,1637830,71210,71210,NA,NA,NA,32,0,32,32,0,0,0,2102824,2102824,0,0,0,2102824,65713,65713,NA,NA,NA,51,0,51,51,0,0,0,3140872,3140872,0,0,0,3140872,61586,61586,NA,NA,NA,9,0,9,9,0,0,0,405119,405119,0,0,0,405119,45013,45013,NA,NA,NA,1,0,1,1,0,0,0,30600,30600,0,0,0,30600,30600,30600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,0,0,5,27,16,6,46,1,25,1,49,6,0,8410319,0,0,174255,2606943,676286,289822,1923836,41000,765563,35363,1776403,120848,0,2507,0.9958,"Positive"
"639","Brevard College","NC","Planning for in-person","Brevard",1,1,1,1,6,13,1,"Transylvania",0,2619,305,26877430,18020745,18385068,18299653,8272865,48863556,"Private non-profit",2524019,0,0,0,NA,0,NA,1,0,610,0,28400,28400,28400,NA,NA,NA,702,702,NA,687,687,NA,15,15,NA,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25616,859,12,0,52,0,52,52,0,0,0,2358154,2358154,0,0,0,2358154,45349,45349,NA,NA,NA,8,0,8,8,0,0,0,403900,403900,0,0,0,403900,50488,50488,NA,NA,NA,20,0,20,20,0,0,0,917754,917754,0,0,0,917754,45888,45888,NA,NA,NA,24,0,24,24,0,0,0,1036500,1036500,0,0,0,1036500,43188,43188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0,0,5,21,8,4,32,0,40,0,34,0,0,5250719,0,0,163928,1568080,287160,159580,1026220,0,1012653,0,1033098,0,0,NA,NA,NA
"640","Butler University","IN","Planning for in-person","Indianapolis",1,0,1,1,0,13,1,"Marion",2,16418,1326,235941000,177518000,213663000,216823000,115444000,414140000,"Private non-profit",17596000,0,1,1,1,1,10,1,0,2775,0,40160,40160,40160,11298,11298,11298,5495,4698,797,4955,4520,435,540,178,362,41,29,0,0,0,0,0,0,0,0,0,11,1537,865,63,220,144,393,201,55,474,433,39,0,39,0,0,0,33885,2068,9626,596,393,0,393,319,0,0,74,31693359,23876516,0,0,7816843,29739148,75672,74848,NA,NA,105633,102,0,102,91,0,0,11,10387195,8649854,0,0,1737341,9952860,97577,95053,NA,NA,157940,118,0,118,86,0,0,32,10351892,6927740,0,0,3424152,9495854,80473,80555,NA,NA,107005,86,0,86,57,0,0,29,6508216,4079734,0,0,2428482,5901096,68617,71574,NA,NA,83741,83,0,83,81,0,0,2,4269319,4042451,0,0,226868,4212602,50754,49907,NA,NA,113434,2,0,2,2,0,0,0,90000,90000,0,0,0,90000,45000,45000,NA,NA,NA,2,0,2,2,0,0,0,86737,86737,0,0,0,86737,43369,43369,NA,NA,NA,670,6,0,33,220,31,53,77,12,103,2,105,27,1,40466244,246006,0,1377083,18241576,1593450,3508380,6144889,660287,3510043,77017,3917686,1158970,30857,3070,0.9953,"Positive"
"641","Christian Brothers University","TN","Planning for in-person","Memphis",1,0,1,1,0,11,1,"Shelby",1,2810,393,41934871,38456690,39596738,21283514,24248989,78121766,"Private non-profit",7075282,0,1,1,1,1,NA,1,0,640,1,31900,31900,31900,12900,12900,12900,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,35,16,16,19,322,295,262,27,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21763,356,4718,107,105,0,105,87,1,0,17,6989794,5432990,84883,0,1471921,6613325,62984,62448,84883,NA,86584,35,0,35,29,1,0,5,2759224,2149145,84883,0,525196,2619437,74841,74108,84883,NA,105039,44,0,44,38,0,0,6,2779472,2277760,0,0,501712,2654044,60319,59941,NA,NA,83619,20,0,20,16,0,0,4,1128358,825314,0,0,303044,1052597,52630,51582,NA,NA,75761,6,0,6,4,0,0,2,322740,180771,0,0,141969,287248,47875,45193,NA,NA,70985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,0,0,43,20,13,16,14,3,20,0,29,6,1,8014179,0,0,1746695,2117627,677012,771642,783780,146821,568223,0,944338,214181,43860,7863,0.9996,"Positive"
"642","Clarke University","IA","Planning for in-person","Dubuque",1,0,1,1,2,12,1,"Dubuque",1,1301,196,27594783,25358440,26428642,13006957,16368061,60327273,"Private non-profit",2572011,0,1,1,1,1,10,1,0,572,0,32300,32300,32300,9900,9900,9900,1004,744,260,878,711,167,126,33,93,27,6,75,5,5,70,63,4,4,59,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18672,510,338,18,84,0,84,62,14,4,4,4915979,3399233,894989,279810,341947,4690068,55834,54826,63928,69953,85487,22,0,22,16,3,1,2,1450976,962392,203427,81528,203629,1364888,62040,60150,67809,81528,101815,19,0,19,13,3,2,1,1153728,737995,191849,142686,81198,1088275,57278,56769,63950,71343,81198,35,0,35,27,7,0,1,1873321,1377803,438398,0,57120,1815201,51863,51030,62628,NA,57120,8,0,8,6,1,1,0,437954,321043,61315,55596,0,421704,52713,53507,61315,55596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0,0,5,20,7,8,38,3,32,0,25,6,0,6061672,0,0,216180,1703197,317158,370286,1539534,90710,822423,0,735995,266189,0,6930,0.9966,"Positive"
"643","Cleveland Institute of Art","OH","Proposing a hybrid model","Cleveland",1,1,1,1,0,11,1,"Cuyahoga",0,1025,175,27900243,22280932,25537120,4333920,13900914,84289702,"Private non-profit",2037373,0,0,1,NA,1,11,1,0,389,0,39300,39300,39300,NA,NA,NA,670,670,NA,649,649,NA,21,21,NA,25,NA,0,0,0,NA,40,40,40,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33915,2098,4211,226,50,0,50,0,50,0,0,2932407,0,2932407,0,0,2639166,52783,NA,58648,NA,NA,11,0,11,0,11,0,0,751295,0,751295,0,0,676166,61470,NA,68300,NA,NA,17,0,17,0,17,0,0,1111322,0,1111322,0,0,1000190,58835,NA,65372,NA,NA,10,0,10,0,10,0,0,580359,0,580359,0,0,522323,52232,NA,58036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,0,12,0,0,489431,0,489431,0,0,440488,36707,NA,40786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0,0,24,29,6,10,6,0,4,0,11,1,0,5470174,0,0,912918,2850067,280022,506753,227699,0,203773,0,447429,41513,0,3972,0.9933,"Positive"
"644","DigiPen Institute of Technology","WA","Considering a range of scenarios","Redmond",2,0,1,1,2,14,0,"King",0,669,210,NA,35793420,36938239,7898212,28685544,15231364,"Private for profit",0,0,0,0,0,0,15,1,0,271,2,31140,31140,31140,25920,25920,25920,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,7,NA,NA,NA,NA,NA,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21825,1116,7988,564,67,0,67,19,0,0,48,6745112,1581788,0,0,5163324,5454281,81407,83252,NA,NA,107569,7,0,7,1,0,0,6,751276,76952,0,0,674324,582695,83242,76952,NA,NA,112387,11,0,11,2,0,0,9,1182209,157694,0,0,1024515,926080,84189,78847,NA,NA,113835,10,0,10,3,0,0,7,849877,229942,0,0,619935,694893,69489,76647,NA,NA,88562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,39,13,0,0,26,3961750,1117200,0,0,2844550,3250613,83349,85938,NA,NA,109406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,0,0,12,28,10,21,24,0,18,2,9,1,3,11135545,0,0,736301,5519064,737664,1529163,1340753,0,652260,74700,415524,21600,108516,86,0,"Neutral"
"645","Evangel University","MO","Planning for in-person","Springfield",1,0,1,1,1,11,1,"Greene",1,1142,372,19392589,37628455,36876962,38546331,20202156,32436086,"Private non-profit",4550809,0,1,1,1,1,5,1,0,1454,0,22146,22146,22146,8694,8694,8694,2098,1644,454,1589,1442,147,509,202,307,39,3,323,203,194,120,378,338,338,40,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12815,715,124,8,88,0,88,88,0,0,0,5186318,5186318,0,0,0,5186318,58935,58935,NA,NA,NA,32,0,32,32,0,0,0,2075459,2075459,0,0,0,2075459,64858,64858,NA,NA,NA,32,0,32,32,0,0,0,1851490,1851490,0,0,0,1851490,57859,57859,NA,NA,NA,24,0,24,24,0,0,0,1259369,1259369,0,0,0,1259369,52474,52474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,0,0,53,28,4,5,29,3,41,0,46,17,0,9454219,0,0,1859815,2224892,273962,284457,1247299,109120,1160349,0,1634195,660130,0,16141,0.9988,"Positive"
"646","Finlandia University","MI","Planning for in-person","Hancock",1,1,1,1,8,10,1,"Houghton",0,1511,103,7958061,12918014,17005004,19027350,5544498,18345333,"Private non-profit",8552025,0,0,1,NA,1,5,1,0,212,0,22258,22258,22258,NA,NA,NA,456,456,NA,376,376,NA,80,80,NA,22,0,36,36,11,NA,58,58,58,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55944,5372,5,0,30,0,30,27,1,1,1,1436361,1251668,52657,64359,67677,1402463,46749,46358,52657,64359,67677,2,0,2,2,0,0,0,130478,130478,0,0,0,130478,65239,65239,NA,NA,NA,8,0,8,6,1,1,0,477292,360276,52657,64359,0,460313,57539,60046,52657,64359,NA,18,0,18,17,0,0,1,766676,698999,0,0,67677,749757,41653,41118,NA,NA,67677,1,0,1,1,0,0,0,38915,38915,0,0,0,38915,38915,38915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,23000,23000,0,0,0,23000,23000,23000,NA,NA,NA,95,0,2,22,22,2,1,16,0,14,0,9,7,0,3895378,0,84023,746060,1412870,76000,60000,609696,0,386037,0,294658,226034,0,3355,0.9984,"Positive"
"647","Gallaudet University","DC","Waiting to decide","Washington",1,0,1,1,0,10,1,"District of Columbia",1,496,201,183167962,151635189,159400276,59368739,19479040,383815019,"Private non-profit",5136628,0,0,1,1,1,9,1,0,1065,1,16512,16512,16512,18180,18180,18180,1557,1138,419,1341,1066,275,216,72,144,41,0,52,25,25,27,412,279,279,133,NA,6,745,356,17,89,58,185,100,64,16,6,0,0,0,0,0,0,8492,453,8492,453,191,0,191,91,46,51,3,19385379,7984878,4789595,6418272,192634,17690135,92619,87746,104122,125848,64211,75,0,75,27,20,28,0,9659052,3060858,2573062,4025132,0,8669172,115589,113365,128653,143755,NA,43,0,43,22,9,12,0,4217340,1970603,869640,1377097,0,3879744,90227,89573,96627,114758,NA,37,0,37,21,10,6,0,3040138,1602400,834691,603047,0,2846914,76944,76305,83469,100508,NA,12,0,12,9,2,1,0,865222,620367,159449,85406,0,833733,69478,68930,79725,85406,NA,18,0,18,12,3,3,0,1194489,730650,213147,250692,0,1127548,62642,60888,71049,83564,NA,6,0,6,0,2,1,3,409138,0,139606,76898,192634,333023,55504,NA,69803,76898,64211,538,8,0,27,89,42,47,119,12,94,2,58,26,14,42634346,693464,0,1695786,12929746,3431764,3557533,9495717,967712,3978882,100464,3439094,1731354,612830,NA,NA,NA
